id,name,ibu,ibu_category,srm,srm_category,abv,abv_category,ebc,description,image_url,ingredients,ph,food_pairing,tagline,brewers_tips
65,Bracken's Porter,50.0,High,55.0,Black,5.0,Low,110.0,"The beer was named Brackenâ€™s Porter as a tribute to our favourite four pawed friend who sadly passed in 2013. Chocolately, robust, warming, laid back and lots of fun - there are plenty of similarities between the two. Bracken we miss you and we hope you like your beer. Long live the original BrewDog.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.63, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.19, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Black Malt', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Vic Secret', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Bramling Cross', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma'}, {'name': 'Challenger', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Grilled vegetable and chicken teriyaki skewers', 'Chilli covered burger (Sloppy Joe)', 'Candied bacon topped chocolate cheesecake']",A Tribute To Our Favourite 4 Pawed Friend.,Try to replicate Londonâ€™s highly carbonated water to really emphasise the dark malt profile.
66,Tokyo Rising Sun - Lowland,85.0,High,71.0,Black,13.2,Undefined,140.0,"A forgotten gem in the deepest, darkest corner of the warehouse. Aged in a Lowland whisky cask resulting in decadent chocolate, toasted vanilla, indulgent spiced fruit, a mesmerizingly hypnotic mouthfeel and new layers that emerge on every sip.",https://images.punkapi.com/v2/66.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 7.6, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 1.75, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Galena', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'WLP099 - Super High Gravity Ale'}",4.4,"['Duck liver pateÌ�', 'Mutton stew', 'Kirsch chocolate truffles']",A Beautiful Accident.,Leave on wood for as long as you dare. If possible forget about it for four years.
67,Hunter Foundation Pale Ale,35.0,Undefined,5.75,Deep Gold,5.4,Low,11.5,"This straight-up US style pale ale uses some of our favourite hops against a toasty malt base. We brewed this with Sir Tom Hunter at our Fraserburgh brewery - to add a charitable element to your own version, feel free to share this citrusy pale ale with your friends. Or don't, it's your choice.",https://images.punkapi.com/v2/67.png,"{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 4.3, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.8, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Monterey Jack stuffed grilled jalepenos', 'Barbecue corn and steak fajita seasoned wrap', 'Cinnamon & white chocolate churro']",American Pale Ale.,"To dry the beer out, mash at a slightly lower temp (62Â° - 63Â°C), this will increase the ratio of fermentable sugars in the beer."
68,Hype,65.0,High,8.5,Medium Amber,4.1,Low,17.0,A perfect pale ale showcase for the tropical profile of New Zealand hops and the intense citrus of US hops.,https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 4.02, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 2, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Nelson Sauvin', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Quince cheese', 'Shredded chicken and mango salsa taquitos', 'Poached pear']",New Zealand Pale Ale.,"After the beer has fermented, leave it to rest for 2 â€“ 3 days at the lowest temperature possible (ideally 0 â€“ 2'C). This will allow the flavours to marry together, and will transform it into a balanced and amazing beer."
69,AB:16,55.0,High,15.0,Amber Brown,10.6,Undefined,30.0,"On the nose, clove and nutmeg, cafe au lait, subtle dark fruit notes, and hints of candied lemon peel. On the palate, smooth & fruity espresso, milk chocolate, and warm brandy-soaked currants are in the middle of a high-class dance-off against the spicy and peppery Belgian character. The overall impression evokes malt loaf or ginger cake.",https://images.punkapi.com/v2/69.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 7.75, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Waimea', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Saaz', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Fuggles', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3787 - Trappist High Gravityâ„¢'}",4.4,"['Roasted duck', 'Gorgonzola and rye nut bread with smoked honey ham', 'Raspberry coffee cheesecake']",Coffee-Infused Belgian Quad.,"For the traditional cellering, age this beer in vessel or bottle for 2 - 3 months at cellar temperature."
70,Sunmaid Stout,50.0,High,100.0,Black,10.2,Undefined,197.0,"Brewed by Chris Sartori from Stone Brewing Company in 2010. A dark chocolate stout with dried dark fruit finish. Simcoe provides bitterness with subtle fruity supporting notes, contrasting the chocolate and coffee-laden malt profile. The finish is warming with vanilla and rich dark fruit depth.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Pale Ale - Tipple', 'amount': {'value': 10, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.9400000000000001, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.9400000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 1.56, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Challenger', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Lapin aux pruneaux (braised rabbit with prunes)', 'Gouda cheese', 'Dark chocolate truffles']",Rum & Raisin Imperial Stout.,"Take small volume of wort out of the run off and steep the raisins in it, then crush them up. This will help to release the dark fruit aromas into the wort."
71,Pale - Russian Doll,35.0,Undefined,22.5,Ruby Brown,4.0,Low,45.0,"The levels of hops vary throughout the range. We love hops, so all four beers are big, bitter badasses, but by tweaking the amount of each hop used later in the boil and during dry- hopping, we can balance the malty backbone with some unexpected flavours. Simcoe is used in the whirlpool for all four beers, and yet still lends different characters to each.",https://images.punkapi.com/v2/71.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.63, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 7.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",5.2,"['Roast chicken with vegetables and wild rice', 'Fresh pico de gallo with corn tortilla', 'Carrot cake']",Nesting Hop Bomb.,Create balance through experimentation with the hop amounts and malt backbone.
72,Whisky Sour - B-Sides,20.0,Low,6.0,Deep Gold,7.0,Low,12.0,"Deconstructed whisky sour, reconstructed as a beer.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.88, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 1.88, 'unit': 'kilograms'}}, {'name': 'Wheat Malt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Special W', 'amount': {'value': 0.05, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Citra', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 1.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 1.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 1.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",3.2,"['Potted fresh & smoked salmon', 'Spiced nut loaf', 'Lemon poppyseed donuts']",Pilot Brew - Deconstructed Whisky Sour.,Lemon poppyseed donuts.
73,Black Eyed King Imp - Vietnamese Coffee Edition,85.0,High,125.0,Black,12.7,Undefined,250.0,"This is the Vietnamese Coffee Edition. At 12.7% ABV, Black Eyed King Imp is a super intense and twistedly complex brew, with intense notes of sweet vanilla, rich espresso, smooth molasses and bitter chocolate barely contained by the whatever container it's in.",https://images.punkapi.com/v2/73.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.25, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 1.5625, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.3125, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Willamette', 'amount': {'value': 31.25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'bitter'}, {'name': 'First Gold', 'amount': {'value': 31.25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'aroma / bitter'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",5.2,"['Bacon sandwich with brown sauce', '20hr smoked brisket', 'Chocolate fudge ice cream']",Vietnamese Coffee Edition.,Buying top notch coffee beans make a huge difference here. Give them a very course grind to get the most out of them.
74,Eurotrash,52.0,High,8.5,Medium Amber,4.1,Low,17.0,"Trashy Blonde with a Belgian Twist. Clove oil, red apples and a drier mouthfeel set this beer apart from its older sister.",https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.38, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 6.3, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Motueka', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 3522 - Belgian Ardennesâ„¢'}",5.2,"['Grilled fish salad', 'Angelfood cake', 'Pad Thai']",Belgian Blonde.,Don't be scared to let the fermentation temperature climb up another couple of degrees to really emphasize the Belgian character.
75,Never Mind The Anabolics,35.0,Undefined,11.5,Deep Amber,6.5,Low,23.0,"Never Mind the Anabolics, a 6.5% India Pale Ale brewed with copious amounts of performance-enhancing natural ingredients. Brewed to commemorate the 2012 Olympics and its merry marketing bandwagon.",https://images.punkapi.com/v2/75.png,"{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 4.38, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Motueka', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Motueka', 'amount': {'value': 18.75, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Grilled chicken salad with bacon and avocado', 'Red pepper houmous and flat bread', 'Matcha green tea cake']",Performance-Enhancing India Pale Ale.,Mix the powders into a paste before adding to the wort kettle. This will prevent the powders from balling up and not bringing the full flavour effect.
76,#Mashtag 2013,50.0,High,20.0,Brown,7.5,Low,40.0,"A rich, nutty Brown Ale with a deep, rich malt profile, hopped with a range of citrusy and spicy US varieties. Mellow yet endlessly complex, with enough chocolate and fruit character to balance the bitterness, and a soft oaky roundness.",https://images.punkapi.com/v2/76.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.44, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Motueka', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Magnum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Willamette', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Roast beef', 'Roasted butternut squash', 'Hazelnut brittle']",Democratic American Brown Ale.,Add the hazelnuts and oak chips during the cold conditioning phase.
77,Hobo Pop,50.0,High,15.0,Amber Brown,4.2,Low,30.0,"Brewed with mountains of Wheat, Rye, Cara and Crystal malts, fermented with an American ale yeast and bittered with Amarillo & Centennial, this 4.2% beer is what happens if something classy like a European wheat beer goes to live in Vegas. Zingy citrus hops and a punchy bitterness bolster this low ABV pale.",https://images.punkapi.com/v2/77.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2.06, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 150, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Mozzarella and tomato baked chicken', 'Spiced shrimp salad', 'Strawberry cheescake']",2013 Prototype Rye Pale Ale.,Add the rye and wheat malt evenly through the mash.
