id,name,ibu,ibu_category,ibu_category_nbr,srm,srm_category,srm_category_nbr,abv,abv_category,abv_category_nbr,ebc,attenuation_level,attenuation_category,attenuation_category_nbr,description,image_url,ph,tagline,brewers_tips,outcome,malts_name,amount.unit_x,hops_name,hops_add,hops_attribute,amount.unit_y,food_pairing
32,AB:05,40.0,IBU High,3,90.0,Black,12,12.5,ABV Medium,2,180.0,76.0,Atten Medium,2,"Belgian Imperial Stout aged on toasted coconut and cacao. The Belgian yeast strain introduces a whole new dimension to the Imperial Stout style resulting in a beer that resembles a marshmallow toasted on a smouldering barbeque then smothered in dark chocolate. Massively seductive and encapsulating this blacker than midnight beer pours with coffee brown head so thick you could almost stand on it, and with an epic lacing on your glass.",https://images.punkapi.com/v2/32.png,4.4,Belgian Imperial Stout.,Add the coconut and cacao nibs after primary fermentation and let infuse for at least 6 months at a low temperature.,IBU High Black ABV Medium Atten Medium,"Extra Pale,Carafa Special Malt Type 1,Carafa Special Malt Type 3,Flaked Oats,Pale Crystal,Dark Crystal","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","First Gold,First Gold","start,end","bitter,flavour","grams,grams","Venison with cacao nibs,Apple upside-down cake,Toffee marshmallow pie"
33,Sorachi Ace,75.0,IBU High,3,15.0,Deep Amber,8,7.5,ABV Low,1,30.0,82.1,Atten High,3,"A hop that tastes of bubble gum? Seriously? No, we did not believe it either. But it does! This is one unique, son of a bitch of a hop. Lemony, deep, musty with a smoothness that belies its power. This hop is lemony like a lemon who was angry earlier but is now tired because of all the rage. This hop of Japanese origin is best enjoyed trying to make sushi from your gold fish, or trying to persuade your girlfriend (or boyfriend maybe) to dress up as a Geisha for Valentineâ€™s Day.",https://images.punkapi.com/v2/33.png,4.4,Single Hop IPA Series - 2011.,Sorachi Ace is hop best handled with care. Too much and your beer may taste like dill pickle and lemons.,IBU High Deep Amber ABV Low Atten High,"Extra Pale,Crystal 150,Caramalt","kilograms,kilograms,kilograms","Sorachi Ace,Sorachi Ace","start,end","bitter,flavour","grams,grams","Sashimi,Grilled salmon with a herb and citrus infused butter,Basil, lemon and pine nut angel hair pasta with grilled chicken"
34,Bourbon Baby,35.0,IBU Medium,2,22.0,Brown,9,5.8,ABV Low,1,44.0,90.0,Atten High,3,"Santa Paws Scotch ale aged in bourbon barrels - light, dry and toasty, with vanilla, hints of chocolate and ginger biscuit, and a faint spicy hoppiness.",https://images.punkapi.com/v2/34.png,4.4,Barrel-Aged Scotch Ale.,Use bourbon-soaked oak chips in secondary to achieve barrel character.,IBU Medium Brown ABV Low Atten High,"Extra Pale,Munich,Dark Crystal,Wheat,Flaked Oats,Carafa Special Malt Type 3,Amber,Weyermann Beech Smoked","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","First Gold,Willamette,Hallertauer Mittelfrüh","start,middle,middle","bitter,flavour,flavour","grams,grams,grams","Blackened cajun beef,Pulled pork,Millionaire's shortbread"
35,Berliner Weisse With Raspberries And Rhubarb - B-Sides,8.0,IBU Low,1,33.58188087774295,Ruby Brown,10,3.6,ABV Low,1,66.22852664576803,83.0,Atten High,3,"Tart, dry and acidic with a punch of summer berry as rhubarb crumble.",https://images.punkapi.com/v2/keg.png,3.2,Fruity Berliner Weisse.,Fruits added at the end of the boil for 10 mins and additional added in maturation. Boil for no more than 15 mins.,IBU Low Ruby Brown ABV Low Atten High,"Propino Pale Malt,Wheat Malt,Propino Pale Malt for kettle souring,Acidulated Malt for kettle souring","kilograms,kilograms,kilograms,kilograms",Bramling Cross,middle,bitter,grams,"Grilled salmon,Mac and cheese fries,Cheesecake with raspberry coulis"
36,Shipwrecker Circus (w/ Oskar Blues),85.0,IBU High,3,32.0,Ruby Brown,10,10.5,ABV Medium,2,64.0,102.0,Atten High,3,"In collaboration with the awesome Oskar Blues from Colorado, we created this big, twisted 10.5% American style barley wine. Big boozy aromas and a sweet viscosity, packed in with some heavy-hitting C-hops, for an intense bitterness to balance this full-bodied malt monster.",https://images.punkapi.com/v2/36.png,4.4,American Barley Wine - Oskar Blues Collab.,Age this beer in the cellar for a few months to allow the warm alcohol flavours to reduce.,IBU High Ruby Brown ABV Medium Atten High,"Extra Pale,Munich,Crystal 150,Chocolate","kilograms,kilograms,kilograms,kilograms","Chinook,Cascade,Citra,Chinook,Chinook,Citra,Cascade,Cascade,Chinook,Citra","start,middle,middle,middle,end,end,end,dry hop,dry hop,dry hop","bitter,flavour,flavour,flavour,flavour,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Stilton,Pan seared steak,Dark Chocolate Fondant"
37,Zephyr,125.0,IBU High,3,20.0,Brown,9,12.5,ABV Medium,2,40.0,81.2,Atten Medium,2,"A 9.2% Double IPA aged for 21 months in a 1965 Invergordon cask with 30 kg of fresh highland strawberries. This beer is a riot of whisky, caramel and strawberry, all tempered by a toe curling bitterness enducing rapture in all who taste it. Who needs champagne?",https://images.punkapi.com/v2/37.png,4.4,Thereâ€™s A Storm Brewing.,Rack into a secondary fermenter and add your strawberries. Use a blow-off rather than an airlock as the fermentation can get pretty wild as the yeast starts using the sugar from the strawberries.,IBU High Brown ABV Medium Atten Medium,"Extra Pale,Caramalt,Crystal 150","kilograms,kilograms,kilograms","Columbus Extract,Columbus,Columbus,Centennial,Simcoe,Columbus,Centennial,Centennial,Columbus,Simcoe,Amarillo","start,start,middle,middle,middle,end,end,dry hop,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,flavour,flavour,aroma,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Poached eggs and smoked salmon,Salt and pepper squid,Key Lime Pie"
38,Belgian Trappist,55.0,IBU High,3,15.0,Deep Amber,8,6.3,ABV Low,1,30.0,80.0,Atten Medium,2,"Our Unleash the Yeast series was an epic experiment into the differences in aroma and flavour provided by switching up your yeast. We brewed up a wort with a light caramel note and some toasty biscuit flavour, and hopped it with Amarillo and Centennial for a citrusy bitterness. Everything else is down to the yeast. Abbey style yeasts add distinctive spicy and fruity notes, and dry out the finished beer.",https://images.punkapi.com/v2/38.png,4.4,Unleash the Yeast Series.,Play around with the fermentation temperature to get the best flavour profile from the individual yeasts.,IBU High Deep Amber ABV Low Atten Medium,"Extra Pale,Caramalt,Dark Crystal,Munich","kilograms,kilograms,kilograms,kilograms","Centennial,Amarillo,Centennial,Amarillo,Centennial,Amarillo","start,start,middle,middle,end,end","bitter,bitter,flavour,flavour,flavour,flavour","grams,grams,grams,grams,grams,grams","Roast beef with spicy jus,Ginger bread cookies,Orange tart"
39,Kohatu - IPA Is Dead,70.0,IBU High,3,15.0,Deep Amber,8,7.2,ABV Low,1,30.0,82.1,Atten High,3,"As youâ€™d expect from a New Zealand hop variety, Kohatu contributes bags of tropical fruit, but with loads of lime notes, & pineapple hits. Seriously fruity, with sweet, juicy melon and stonefruit notes.",https://images.punkapi.com/v2/39.png,4.4,Single Hop India Pale Ale.,"New Zealand hops are in short supply - club together with other brewers to try and get hold of some, or ask your local brewery if you can buy small amounts from them.",IBU High Deep Amber ABV Low Atten High,"Extra Pale,Caramalt,Dark Crystal","kilograms,kilograms,kilograms","Kohatu,Kohatu,Kohatu,Kohatu","start,middle,end,dry hop","bitter,flavour,flavour,aroma","grams,grams,grams,grams","Tuna sushi roll with spicy mayonnaise sauce,Thai green curry,Pineapple upside down cake"
40,Hello My Name is Vladimir,70.0,IBU High,3,8.0,Pale Amber,5,8.2,ABV Low,1,16.0,83.0,Atten High,3,"A Limonnik-infused, triple dry- hopped double IPA. Dry berry tartness and intense citrus hop character meld with a dry bready malt base, boosted by a hint of alcohol warmth. This beer was brewed as a protest against the anti-LGBT legislation in Russia surrounding the Sochi Olympics.",https://images.punkapi.com/v2/40.png,4.4,Limonnik Infused Imperial IPA (Not for Gays).,"If you can't get hold of Limonnik berries, rose hips make an accessible alternative!",IBU High Pale Amber ABV Low Atten High,"Extra Pale,Caramalt,Wheat","kilograms,kilograms,kilograms","Citra,Citra,Citra,Blackberry Concentrate,Sour Cherry Puree,Citra,Mosaic,Centennial","start,middle,end,end,end,dry hop,dry hop,dry hop","bitter,flavour,flavour,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams","Russian mini pork pies,Beef Stroganoff,Chocolate and fruit cake"
41,AB:17,100.0,IBU High,3,150.0,Black,12,10.7,ABV Medium,2,300.0,76.2,Atten Medium,2,"A triple whammy of coffee from HasBean gives our 17th Abstrakt concept beer an intense and roasty, dark mocha character. We brewed with espresso in the mash, cafetiere in the boil, and whole roast beans in the whirlpool and the fermenter.",https://images.punkapi.com/v2/41.png,4.3,Three Coffee Rye Imperial Porter.,Use freshly ground coffee for the best aromatic hit.,IBU High Black ABV Medium Atten Medium,"Pale Ale,Rye,Amber,Dark Crystal,Roasted Barley,Chocolate,Carafa Special Malt Type 1","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","CO2 Extract,Willamette","start,end","bitter,flavour","grams,grams","12hr smoked brisket,Chocolate pistachio cakes,Dulche de leche"
42,Hardcore IPA,125.0,IBU High,3,20.0,Brown,9,9.2,ABV Medium,2,40.0,81.2,Atten Medium,2,"Pounding a triple payload of the biggest North American hops humanity has devised, braced by a backbone of caramel malt, this beer is deep, astringent and resinous, pushing to the extremes of lupulin thresholds. Thereâ€™s nothing inscrutable going on; no mystery in the backstory. It doesnâ€™t seek to be understood. A beer incapable of empathy; only hop overload.",https://images.punkapi.com/v2/42.png,4.4,Explicit Imperial Ale. Citrusy. Resinous. Intense.,"There are so much hops in this beer it may break your gear! Watch out for the end of casting (or knockout for our American brethern), you donâ€™t want to pull too much trub into the fermenter.",IBU High Brown ABV Medium Atten Medium,"Extra Pale,Caramalt,Crystal 150","kilograms,kilograms,kilograms","Columbus Extract,Columbus,Columbus,Centennial,Simcoe,Columbus,Centennial,Simcoe,Centennial,Columbus,Simcoe,Amarillo","start,start,middle,middle,middle,end,end,end,dry hop,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,flavour,flavour,flavour,aroma,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Spicy wings with blue cheese dip,Pan seared scallops with a chilli sauce,Creamy chocolate and caramel cheesecake"
43,American Wheat,17.0,IBU Low,1,5.0,Pale Gold,3,4.5,ABV Low,1,10.0,72.0,Atten Medium,2,"A luscious blend of peach, blood orange and banana to make a suitably refreshing beverage that happily straddles the Atlantic.",https://images.punkapi.com/v2/keg.png,5.3,Hoppy American Wheat.,Using a starter to get your yeast as vibrant and healthy as possible will make all the difference here.,IBU Low Pale Gold ABV Low Atten Medium,"Extra Pale,Wheat,Pale Crystal","kilograms,kilograms,kilograms","Ahtanum,Ahtanum","start,end","bitter,flavour","grams,grams","Strawberry and citrus salad,Fish corn tacos with pomegranate salsa,Summer berry fruit parfait"
44,Dog Wired (w/8 Wired),65.0,IBU High,3,6.5,Deep Gold,4,7.1,ABV Low,1,13.0,85.0,Atten High,3,"Brewed in collaboration with Soren from New Zealandâ€™s stellar 8-Wired brewery, this is an Imperial Pilsner featuring two of our favourite New Zealand hops: Nelson Sauvin and Motueka. Sitting at a dangerously drinkable 7.1% ABV thereâ€™s a touch of Munich malt which gives this beer that little extra caramel biscuit bite to compliment the lip smackingly tropical hops. Expect an all out NZ hoppy riot.",https://images.punkapi.com/v2/44.png,4.4,New Zealand Imperial Pilsner.,Hold the mash for longer at 63-64Â°C to get more fermentability from the wort.,IBU High Deep Gold ABV Low Atten High,"Extra Pale,Munich,Acidulated Malt","kilograms,kilograms,kilograms","Nelson Sauvin,Motueka,Nelson Sauvin,Motueka,Nelson Sauvin,Motueka,Motueka,Nelson Sauvin","start,start,middle,middle,end,end,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,flavour,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams","Spiced and blackened cajun chicken,Pork belly vindaloo,Rhubarb pie"
45,The Physics,47.0,IBU High,3,32.5,Ruby Brown,10,5.0,ABV Low,1,65.0,79.4,Atten Medium,2,"A hoppy Amber Ale that won World's Best Amber Beer in the World Beer Awards 2007. Malt and hops are in perfect harmony in this incredibly balanced beer. Biscuity, bitter and packing a surprisingly hoppy punch, this beer ultimately morphed into 5AM Saint.",https://images.punkapi.com/v2/45.png,4.4,Laid Back Amber Beer.,"Keep the fermentation temperature as close to 19Â°C as possible. This will ensure the yeast creates a more neutral flavour profile, allowing the hops to really shine through.",IBU High Ruby Brown ABV Low Atten Medium,"Extra Pale,Caramalt,Crystal 120,Dark Crystal","kilograms,kilograms,kilograms,kilograms","Amarillo,Amarillo,Bramling Cross,Amarillo","start,middle,end,end","bitter,flavour,flavour,flavour","grams,grams,grams,grams","Barbecue pulled pork on sourdough bread,Roast turkey with a honey and herb marinade and roasted vegetables,Banana walnut loaf with chocolate chips"
46,Anarchist Alchemist,20.5,IBU Low,1,10.0,Medium Amber,6,16.5,ABV High,3,20.0,100.0,Atten High,3,"About as far as you can push an IPA; Anarchist Alchemist packs in three times the malt and three of our favourite hops. Nelson Sauvin, Amarillo and Centennial bring a range of flavours, touching on tropical fruit, white grape, tangerine, grapefruit, pine, spiced orange... the list goes on!",https://images.punkapi.com/v2/46.png,4.4,Triple Hopped Triple Ipa.,The biggest challenge with this beer is getting it to ferment out entirely. Hold mash temp at 65Â°C for 90 mins to ensure maximum fermentability. Use super high gravity yeast or champagne yeast to achieve the last few gravity points.,IBU Low Medium Amber ABV High Atten High,Extra Pale,kilograms,"Nelson Sauvin,Centennial,Nelson Sauvin,Amarillo,Centennial,Nelson Sauvin,Amarillo,Centennial","start,start,end,end,end,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams","Blue cheese & onion tart,Goan goat curry,Sugar-poached kumquat rice pudding"
47,AB:15,50.0,IBU High,3,55.5,Black,12,12.8,ABV Medium,2,111.0,79.17,Atten Medium,2,"A salted caramel popcorn Imperial Ale. Bourbon and Rum barrel aged, this 12.8% ale has complex and twisting flavours. Bitter caramel, wood, smoke, spice, treacle and vanilla are all present and intertwine against a smooth and lightly chewy mouthfeel. The salted caramel popcorn lends subtle hints of a smoky brininess.",https://images.punkapi.com/v2/47.png,4.4,Salted Caramel Popcorn Strong Ale.,"By soaking some oak chips in bourbon, then steeping in the beer you not only get an authentic Bourbon taste - the beer will also gain ABV! Add salt to taste, too much will totally ruin the balance of the beer.",IBU High Black ABV Medium Atten Medium,"Maris Otter Extra Pale,Caramalt,Munich,Crystal 150,Popcorn","kilograms,kilograms,kilograms,kilograms,kilograms","Sorachi Ace,Willamette","start,end","bitter,aroma","grams,grams","Crispy bacon on flat bread,Glazed ham with crackling coating,Popcorn caramel and chocolate cake"
48,Goldings - IPA Is Dead,70.0,IBU High,3,15.0,Deep Amber,8,6.7,ABV Low,1,30.0,77.3,Atten Medium,2,"This is East Kent Goldings re- invented and re-imagined and shows just what can be done with English hops if you use enough of them. In this amped up Goldings reincarnation expect to be slammed with floral lavender, a fruity riot of blackberries and spiced pears, bubblegum, plums and the illusion of thyme.",https://images.punkapi.com/v2/48.png,4.4,Single Hop India Pale Ale.,Take a read through each yearâ€™s hop harvest that is available. Some years are better than others.,IBU High Deep Amber ABV Low Atten Medium,"Extra Pale,Caramalt,Dark Crystal,Munich","kilograms,kilograms,kilograms,kilograms","Goldings,Goldings,Goldings,Goldings","start,middle,end,dry hop","bitter,flavour,flavour,aroma","grams,grams,grams,grams","Rosemary and thyme marinated venison,Fish and chips,Lavender chocolate chip cookies"
